8/14/2022,1981.782,1942.57,-49.34
8/15/2022,1936.76,1904.74,-37.83
8/16/2022,1902.833,1885.13,-19.61
8/17/2022,1877.934,1850.2,-34.93
8/18/2022,1833.716,1876.87,26.67
8/19/2022,1847.095,1687.8,-189.07
8/20/2022,1612.651,1531.94,-155.86
8/21/2022,1576.544,1618.24,86.3
8/22/2022,1619.167,1578.05,-40.19
8/23/2022,1622.939,1649.28,71.23
8/24/2022,1662.695,1683.37,34.09
8/25/2022,1657.337,1707.8,24.43
8/26/2022,1696.325,1557.41,-150.39
8/27/2022,1508.157,1480.58,-76.83
8/28/2022,1491.207,1483.47,2.89
8/29/2022,1430.439,1546.83,63.36
8/30/2022,1553.189,1557.62,10.79
8/31/2022,1524.286,1572.96,15.34
9/1/2022,1553.756,1580.77,7.81
9/2/2022,1586.018,1568.51,-12.26
9/3/2022,1577.214,1552.16,-16.35
9/4/2022,1556.896,1571.36,19.2
9/5/2022,1577.884,1598.42,27.06
9/6/2022,1617.24,1579.95,-18.47
9/7/2022,1560.907,1641.59,61.64
9/8/2022,1629.805,1644.75,3.16
9/9/2022,1635.188,1720.62,75.87
9/10/2022,1718.961,1734.07,13.45
9/11/2022,1775.976,1759.33,25.26
9/12/2022,1762.085,1724.26,-35.07
9/13/2022,1713.963,1607.5,-116.76
9/14/2022,1574.858,1603.66,-3.84
9/15/2022,1635.083,1504.22,-99.44
9/16/2022,1471.928,1436,-68.22
9/17/2022,1432.877,1462.59,26.59
9/18/2022,1469.705,1370.86,-91.73
9/19/2022,1335.271,1357.73,-13.13
9/20/2022,1377.619,1342.61,-15.12
9/21/2022,1324.216,1313.67,-28.94
9/22/2022,1251.567,1324.18,10.51
9/23/2022,1327.481,1301.98,-22.2
9/24/2022,1328.245,1342.22,40.24
9/25/2022,1317.939,1293.03,-49.19
9/26/2022,1294.386,1325.05,32.02
9/27/2022,1335.337,1324.42,-0.63
9/28/2022,1329.541,1351.26,26.84
9/29/2022,1337.554,1338.25,-13.01
9/30/2022,1335.646,1331.3,-6.95
10/1/2022,1328.194,1309.66,-21.64
10/2/2022,1311.753,1303.74,-5.92
10/3/2022,1276.163,1323.92,20.18
10/4/2022,1323.278,1362.09,38.17
10/5/2022,1361.973,1346.06,-16.03
10/6/2022,1352.807,1363.88,17.82
10/7/2022,1351.836,1332.01,-31.87
10/8/2022,1332.371,1325.2,-6.81
10/9/2022,1315.46,1320.9,-4.3
10/10/2022,1322.619,1307.39,-13.51
10/11/2022,1291.11,1282.78,-24.61
10/12/2022,1279.732,1298.57,15.79
10/13/2022,1294.917,1294.3,-4.27
10/14/2022,1288.049,1302.2,7.9
10/15/2022,1297.306,1280.85,-21.35
10/16/2022,1275.006,1311.01,30.16
10/17/2022,1306.31,1330.45,19.44
10/18/2022,1331.67,1314.44,-16.01
10/19/2022,1310.563,1293.99,-20.45
10/20/2022,1285.66,1281.77,-12.22
10/21/2022,1283.188,1302.46,20.69
10/22/2022,1299.902,1316.05,13.59
10/23/2022,1314.249,1330.22,14.17
10/24/2022,1363.492,1351.91,21.69
10/25/2022,1344.711,1473,121.09
10/26/2022,1461.133,1554.46,81.46
10/27/2022,1566.841,1527.81,-26.65
10/28/2022,1514.323,1561,33.19
10/29/2022,1555.275,1627.4,66.4
10/30/2022,1619.698,1595.49,-31.91
10/31/2022,1590.481,1566.34,-29.15
11/1/2022,1572.645,1575.52,9.18
11/2/2022,1579.498,1513.45,-62.07
11/3/2022,1519.725,1541.15,27.7
11/4/2022,1531.398,1647.04,105.89
11/5/2022,1645.157,1631.71,-15.33
11/6/2022,1627.901,1604.04,-27.67
11/7/2022,1572.017,1575.7,-28.34
11/8/2022,1568.33,1335.07,-240.63
11/9/2022,1333.122,1105.81,-229.26
11/10/2022,1100.107,1320.71,214.9
11/11/2022,1298.882,1265.94,-54.77
11/12/2022,1287.438,1255.72,-10.22
11/13/2022,1255.441,1216.6,-39.12
11/14/2022,1221.895,1226.43,9.83
11/15/2022,1241.678,1244.39,17.96
11/16/2022,1251.809,1206.04,-38.35
11/17/2022,1215.849,1205.7,-0.34
11/18/2022,1200.802,1208.8,3.1
11/19/2022,1212.216,1210,1.2
11/20/2022,1218.436,1139.38,-70.62
11/21/2022,1142.396,1092.64,-46.74
11/22/2022,1107.896,1130.19,37.55
11/23/2022,1135.422,1168.79,38.6
11/24/2022,1183.345,1195.2,26.41
11/25/2022,1203.799,1199.67,4.47
11/26/2022,1198.79,1209.93,10.26
11/27/2022,1205.905,1216.21,6.28
11/28/2022,1194.96,1172.11,-44.1
11/29/2022,1169.874,1219.38,47.27
11/30/2022,1216.929,1296.99,77.61
12/1/2022,1295.77,1276.85,-20.14
12/2/2022,1295.69,1290.99,14.14
12/3/2022,1240.46,1260.76,-30.23
12/4/2022,1279.74,1277.23,16.47
12/5/2022,1259.56,1259.46,-17.77
12/6/2022,1271.26,1256.66,-2.8
12/7/2022,1231.04,1231.63,-25.03
12/8/2022,1280.29,1278.18,46.55
12/9/2022,1262.86,1259.91,-18.27
12/10/2022,1266.62,1268.94,9.03
12/11/2022,1263.42,1264.92,-4.02
12/12/2022,1275.02,1275.15,10.23
12/13/2022,1320.76,1320.19,45.04
12/14/2022,1307.3,1310.85,-9.34
12/15/2022,1266.32,1264.65,-46.2
12/16/2022,1166.7,1194.61,-70.04
12/17/2022,1187.18,1179.27,-15.34
12/18/2022,1182.7,1182.99,3.72
12/19/2022,1167.8,1176.05,-6.94
12/20/2022,1217.2,1216.55,40.5
12/21/2022,1213.85,1211.12,-5.43
12/22/2022,1217.57,1215,3.88
12/23/2022,1220.03,1221.85,6.85
12/24/2022,1220.46,1218.69,-3.16
12/25/2022,1218.69,1218.33,-0.36
12/26/2022,1227.65,1216.7,-1.63
12/27/2022,1211.6,1210.24,-6.46
12/28/2022,1189.98,1186.77,-23.47
12/29/2022,1200.84,1195.2,8.43
12/30/2022,1199.8,1197.2,2
12/31/2022,1195.67,1199.52,2.32
